,Hora_Salida,Destino,Origen,Hora_Llegada,Desde,Name,Lat,Lon
0,01:15,YUL,MEX,07:25,4363,AMX,45.46561,-73.745299
1,06:01,DEN,MEX,15:12,4663,AMX,39.856121,-104.673641
2,06:01,JFK,MEX,14:30,27322,AMX,40.641235,-73.778263
3,06:01,LAS,MEX,14:14,10821,AMX,36.084026,-115.153889
4,06:01,LAX,MEX,10:15,6459,AMX,33.941562,-118.408412
5,06:01,MCO,MEX,15:26,19268,AMX,28.431205,-81.308008
6,06:01,MIA,MEX,16:01,25486,AMX,25.795814,-80.287169
7,06:01,ORD,MEX,15:45,10518,AMX,41.974166,-87.9073
8,06:01,SFO,MEX,10:50,9396,AMX,37.621313,-122.378988
9,06:30,CUN,MEX,10:05,7990,AMX,21.040358,-86.873455
10,06:30,DEN,MEX,15:12,4663,AMX,39.856121,-104.673641
11,06:30,JFK,MEX,14:30,27322,AMX,40.641235,-73.778263
12,06:30,LAS,MEX,12:25,6256,AMX,36.084026,-115.153889
13,06:30,LAX,MEX,11:10,6459,AMX,33.941562,-118.408412
14,06:30,ORD,MEX,16:18,17607,AMX,41.974166,-87.9073
15,06:30,SFO,MEX,16:05,9505,AMX,37.621313,-122.378988
16,07:00,DEN,MEX,14:27,4663,AMX,39.856121,-104.673641
17,07:00,JFK,MEX,14:30,8594,AMX,40.641235,-73.778263
18,07:00,LAS,MEX,12:25,6256,AMX,36.084026,-115.153889
19,07:00,LAX,MEX,11:10,6459,AMX,33.941562,-118.408412
20,07:00,MCO,MEX,15:26,5717,AMX,28.431205,-81.308008
21,07:00,MIA,MEX,16:01,5008,AMX,25.795814,-80.287169
22,07:00,ORD,MEX,14:25,9505,AMX,41.974166,-87.9073
23,07:00,SFO,MEX,16:05,9505,AMX,37.621313,-122.378988
24,07:10,MIA,MEX,11:30,19908,AMX,25.795814,-80.287169
25,07:15,JFK,MEX,13:00,9295,AMX,40.641235,-73.778263
26,07:20,DEN,MEX,17:38,6993,AMX,39.856121,-104.673641
27,07:20,LAS,MEX,14:14,10821,AMX,36.084026,-115.153889
28,07:20,LAX,MEX,09:25,6459,AMX,33.941562,-118.408412
29,07:20,SFO,MEX,14:27,9505,AMX,37.621313,-122.378988
30,07:30,CUN,MEX,10:56,6041,AMX,21.040358,-86.873455
31,07:30,JFK,MEX,18:17,28030,AMX,40.641235,-73.778263
32,07:30,LAX,MEX,22:40,32495,AMX,33.941562,-118.408412
33,08:00,CUN,MEX,11:34,6041,AMX,21.040358,-86.873455
34,08:00,JFK,MEX,18:17,28030,AMX,40.641235,-73.778263
35,08:00,LAS,MEX,12:25,9295,AMX,36.084026,-115.153889
36,08:00,LAX,MEX,16:09,24345,AMX,33.941562,-118.408412
37,08:00,MCO,MEX,20:01,34115,AMX,28.431205,-81.308008
38,08:40,JFK,MEX,21:45,14062,AMX,40.641235,-73.778263
39,09:00,LAS,MEX,11:28,9295,AMX,36.084026,-115.153889
40,09:00,LAX,MEX,16:09,13211,AMX,33.941562,-118.408412
41,09:00,ORD,MEX,13:25,9396,AMX,41.974166,-87.9073
42,09:00,SFO,MEX,12:11,9396,AMX,37.621313,-122.378988
43,09:05,DEN,MEX,19:14,15075,AMX,39.856121,-104.673641
44,09:05,JFK,MEX,17:35,27431,AMX,40.641235,-73.778263
45,09:05,MCO,MEX,17:28,19268,AMX,28.431205,-81.308008
46,09:05,MIA,MEX,17:03,25486,AMX,25.795814,-80.287169
47,09:05,ORD,MEX,17:06,14062,AMX,41.974166,-87.9073
48,09:05,SFO,MEX,19:30,10518,AMX,37.621313,-122.378988
49,09:15,MCO,MEX,13:30,12394,AMX,28.431205,-81.308008
50,09:20,JFK,MEX,15:20,9295,AMX,40.641235,-73.778263
51,09:25,CUN,MEX,13:04,6505,AMX,21.040358,-86.873455
